review_id,review_status,human_label,human_confidence,human_notes,review_category,qid,condition,question,gold_answer,prediction,metric_closure,local_judge_label,local_judge_rationale,derived_metric_agreement,bucket_memberships
r3e-0091,unreviewed,,,,bm25_wrong_support_present,5ab804065542990e739ec7e0,bm25_top10,"Are the bands ""Black Grape"" and ""Balance and Composure"" from the same country?",no,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is no.,agree,all_support_conditions_fail
r3e-0092,unreviewed,,,,bm25_wrong_support_present,5aba3e3355429901930fa78c,bm25_top10,Which airport Pago Pago International Airport or Chattanooga Metropolitan Airport is closer to the central business district of their local community ?,Chattanooga Metropolitan Airport,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is provided.,agree,all_support_conditions_fail
r3e-0093,unreviewed,,,,bm25_wrong_support_present,5a81ff62554299676cceb1c4,bm25_top10,What type of profession does Ithu Engal Neethi and Shoba Chandrasekhar have in common?,director,producer,0,wrong,Prediction is not semantically equivalent to the gold answer.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0094,unreviewed,,,,bm25_wrong_support_present,5a8fb3af5542997ba9cb32ee,bm25_top10,Are Out Traveler and Reader's Digest both magazines?,yes,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is yes.,agree,bge_success_oracle_fail
r3e-0095,unreviewed,,,,bm25_wrong_support_present,5adcfbf45542990d50227d86,bm25_top10,Into Dust is a song by the alternative rock band formed in which city?,"Santa Monica, California",UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bge_success_oracle_fail
r3e-0096,unreviewed,,,,bm25_wrong_support_present,5a84807d554299123d8c2278,bm25_top10,"What is the occupation of the father of the actor that plays Will Graham on teh series ""Hannibal""?",Philosophy professor,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is Philosophy professor.,agree,bm25_fail_bge_fail_oracle_success
r3e-0097,unreviewed,,,,bm25_wrong_support_present,5add4dd35542992ae4cec507,bm25_top10,How are Ceephax Acid Crew  and Squarepusher's music similar?,drum and bass electronic musician,acid house,0,wrong,"Prediction is acid house, which is not semantically equivalent to the gold answer.",agree,bm25_fail_bge_success|bge_success_oracle_fail
r3e-0098,unreviewed,,,,bm25_wrong_support_present,5add2397554299473435386f,bm25_top10,The location of the area where Fort Nisqually stood is in what Washington county?,Pierce County,DuPont,0,wrong,Prediction DuPont is not semantically equivalent to Pierce County.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0099,unreviewed,,,,bm25_wrong_support_present,5ae0120155429925eb1afbfb,bm25_top10,Kim Dong-won's directorial debut film was a sequal to what 2001 film?,"My Boss, My Hero",UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bm25_fail_bge_success
r3e-0100,unreviewed,,,,bm25_wrong_support_present,5a7380b955429908901be2d4,bm25_top10,"Which film is older, Monsters, Inc. or Earth?","Monsters, Inc.",UNKNOWN,0,wrong,"Prediction is UNKNOWN while gold answer is Monsters, Inc.",agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0101,unreviewed,,,,bm25_wrong_support_present,5ae66b055542995703ce8b61,bm25_top10,What kind of comedian was Michael Mclntyre's father?,Canadian comedian,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is 'Canadian comedian'.,agree,bm25_fail_bge_success
r3e-0102,unreviewed,,,,bm25_wrong_support_present,5a8aeadc55429950cd6afbe0,bm25_top10,What date in 2010 was a South Korean film starring  Kim Hyang-gi released?,"January 14, 2010",UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is specific.,agree,bm25_fail_bge_success|bge_success_oracle_fail
r3e-0103,unreviewed,,,,bm25_wrong_support_present,5a875b755542996e4f308796,bm25_top10,"The song ""Medicine"" by The 1975 appears in a film directed by what Danish filmmaker?",Nicolas Winding Refn,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is provided.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0104,unreviewed,,,,bm25_wrong_support_present,5ae327e05542992f92d82220,bm25_top10,GamesMaster has a sister publicantion that is published how many times per year?,13,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bm25_fail_bge_success
r3e-0105,unreviewed,,,,metric_closed_judge_positive_control,5ac1620855429964131be1bc,bm25_top10,Who was an American cartoonist and publisher who had Fred Carter working for him?,Jack Chick,Jack Chick,1,correct,Prediction matches the gold answer exactly.,agree,bge_success_oracle_fail
r3e-0106,unreviewed,,,,metric_closed_judge_positive_control,5ae3fe635542996836b02c07,bm25_top10,Which American politician was the 61st Governor of Maryland and had help on his first campaign in 1998 from Richard Burton?,Martin O'Malley,Martin O'Malley,1,correct,Prediction matches the gold answer exactly.,agree,bm25_success_bge_fail
r3e-0107,unreviewed,,,,metric_closed_judge_positive_control,5a84807d554299123d8c2278,oracle_first,"What is the occupation of the father of the actor that plays Will Graham on teh series ""Hannibal""?",Philosophy professor,Philosophy professor,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success
r3e-0108,unreviewed,,,,metric_closed_judge_positive_control,5ae3a8985542992f92d82329,bge_rerank_top10,Politician Lyman Sherwood was born in what New York county?,Rensselaer County,Rensselaer County,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_success
r3e-0109,unreviewed,,,,metric_closed_judge_positive_control,5ab6988a554299710c8d1edc,oracle_first,"Which building, the Metropolitan Life Insurance Company Tower or the 432 Park Avenue building, has two addresses?",Metropolitan Life Insurance Company Tower,Metropolitan Life Insurance Company Tower,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0110,unreviewed,,,,metric_closed_judge_positive_control,5a735e9155429901807db00d,bge_rerank_top10,What country is home to both Guadarrama National Park and Doñana National Park? ,Spain,Spain,1,correct,Prediction matches the gold answer exactly.,agree,no_support_success_leakage
r3e-0111,unreviewed,,,,metric_closed_judge_positive_control,5ab7268b5542992aa3b8c7b1,bge_rerank_top10,Heath Ledger Australian actor was in the movie Brokeback Mountain directed by who?,Ang Lee,Ang Lee,1,correct,Prediction matches the gold answer exactly.,agree,no_support_success_leakage
r3e-0112,unreviewed,,,,metric_closed_judge_positive_control,5a89d8d055429946c8d6e9df,bge_rerank_top10,"ElvenQuest is a comic fantasy broadcast that stars what English actress who is the wife of Lord Frederick Windsor, and who is formally referred to as what?",Lady Frederick Windsor,Lady Frederick Windsor,1,correct,Prediction matches the gold answer exactly.,agree,bge_success_oracle_fail
r3e-0113,unreviewed,,,,metric_closed_judge_positive_control,5a7df25a5542990b8f503b02,oracle_first,What did the screewriter for a 2013 psychological thriller film directed by Denis Villeneuve get a Goya Award nomination for Best Adapted Screenplay at the 27th Goya Awards for? ,"""Invader (Invasor)""",Invader (Invasor),1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0114,unreviewed,,,,metric_closed_judge_positive_control,5ac41ca75542991943173919,oracle_first,How large of the area is the nature reserve south of Seacroft Esplanade?,4.3 km2,4.3 km2,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0115,unreviewed,,,,metric_closed_judge_positive_control,5a88fa145542997e5c09a6e1,bge_rerank_top10,What was the benefit of reintroducing piston power and replacing the most popular turboprop engine in history?,much better fuel economy,better fuel economy,1,partial,Prediction is closely related but slightly less specific than the gold answer.,agree,bm25_fail_bge_success
r3e-0116,unreviewed,,,,metric_closed_judge_positive_control,5a8f24cc55429924144829e7,oracle_first,Andrei Ivanovich Gorchakov commanded the 1st Infanty Corps in what major engagement of the Napoleonic Wars?,Battle of Dresden,Battle of Dresden,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success
r3e-0117,unreviewed,,,,metric_closed_judge_positive_control,5ab809195542991d3222380f,bm25_top10,"Which genus has 5 known species, Leonotis or Psychopsis?",Psychopsis,Psychopsis,1,correct,Prediction matches the gold answer exactly.,agree,no_support_success_leakage
r3e-0118,unreviewed,,,,metric_closed_judge_positive_control,5ac2a75755429967731025dc,bm25_top10,What movie did John Gavin Malkovich play in with Matt Damon and Edward Norton?,Rounders,Rounders,1,correct,Prediction matches the gold answer exactly.,agree,bm25_success_bge_fail
r3e-0119,unreviewed,,,,metric_closed_judge_positive_control,5a793f505542994bb9456fd1,oracle_first,Who was born first out of Leopold Lummerstorfer and Laurent Touil-Tartour?,Leopold Lummerstorfer,Leopold Lummerstorfer,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success
r3e-0120,unreviewed,,,,metric_closed_judge_positive_control,5a8db788554299653c1aa145,oracle_first,"Which male singer performed together with a female American singer, who was born in 1954 and whose third studio album was named Through His Eyes, have a hit duet with in 1985?",Phil Collins,Phil Collins,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0121,unreviewed,,,,metric_closed_judge_positive_control,5ab2e3a35542991669774124,oracle_first,The Pioneer Helmet and the Benty Grange helmet are linked because of which feature?,A simple iron boar crest,simple iron boar crest,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_success
r3e-0122,unreviewed,,,,metric_closed_judge_positive_control,5add2397554299473435386f,oracle_first,The location of the area where Fort Nisqually stood is in what Washington county?,Pierce County,Pierce County,1,correct,Prediction matches the gold answer exactly.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0123,unreviewed,,,,metric_closed_judge_positive_control,5a8645825542991e771815eb,bge_rerank_top10,"Deckers Creek is a tributary, and its beginning in the west is named after?",Richard Arthur,Richard Arthur,1,correct,Prediction matches the gold answer exactly.,agree,bge_success_oracle_fail
r3e-0124,unreviewed,,,,metric_closed_judge_positive_control,5a7b895c5542997c3ec97206,bm25_top10,The head writer for which show also wrote a Simpsons' episode narrated by James Earl Jones?,Futurama,Futurama,1,correct,Prediction matches the gold answer exactly.,agree,bm25_success_bge_fail|oracle_success_bge_fail
r3e-0125,unreviewed,,,,metric_open_judge_negative_control,5a8d9e0f554299441c6ba015,no_support,The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,Vaisakhi List,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0126,unreviewed,,,,metric_open_judge_negative_control,5ae628f55542995703ce8b32,no_support,"In what city was the Italian Baroque composer who composed a set of sonatas, titled Op. 5, born?",Venice,Naples,0,wrong,Prediction is incorrect and does not match any supporting facts.,agree,bm25_fail_bge_success
r3e-0127,unreviewed,,,,metric_open_judge_negative_control,5a77a7565542995d83181249,no_support,"Between the two film makers Fabián Bielinsky and Murdock MacQuarrie, who was born earlier?",Murdock MacQuarrie,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bm25_fail_bge_success
r3e-0128,unreviewed,,,,metric_open_judge_negative_control,5abed44b5542990832d3a0db,no_support,Panna a netvor is a re-telling of a classic tale by what novelist?,Gabrielle-Suzanne Barbot de Villeneuve,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bm25_success_bge_fail
r3e-0129,unreviewed,,,,metric_open_judge_negative_control,5ab98d70554299753720f82f,no_support,What kind of action does Mark's Pizzeria and Patxi's Chicago Pizza have in common?,founded,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold is 'founded'.,agree,all_support_conditions_fail
r3e-0130,unreviewed,,,,metric_open_judge_negative_control,5ab531cc5542990594ba9d23,no_support,How large is the shopping mall where KGOT radio station has its studios ?,"728,000 ft²",UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is provided.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0131,unreviewed,,,,metric_open_judge_negative_control,5a8d7edc55429941ae14dfdc,no_support,Are San Antonio International Airport and Yakutat Airport in the same country?,yes,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is yes.,agree,all_support_conditions_fail
r3e-0132,unreviewed,,,,metric_open_judge_negative_control,5aba67c255429955dce3ee10,no_support,Both The Badgeman and +44 were bands concieved in which country?,United Kingdom,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is United Kingdom.,agree,all_support_conditions_fail
r3e-0133,unreviewed,,,,metric_open_judge_negative_control,5a81fa59554299676cceb1b0,no_support,What type of profession does Jonah Meyerson and Alison Pill have in common?,actor,actress UNKNOWN,0,wrong,Prediction is UNKNOWN while gold is actor.,agree,bm25_success_bge_fail
r3e-0134,unreviewed,,,,metric_open_judge_negative_control,5ab8eabb5542991b5579f03d,no_support,Frank Blake's longtime protégé was also the chairman and CEO of what company in addition to The Home Depot?,Chrysler,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is provided.,agree,all_support_conditions_fail
r3e-0135,unreviewed,,,,metric_open_judge_negative_control,5a761e855542994ccc9186e0,no_support,Where are Catcha Lake and Hedley Mascot Mine located?,"British Columbia, Canada",UNKNOWN,0,wrong,"Prediction is UNKNOWN while gold answer is British Columbia, Canada.",agree,bm25_success_bge_fail
r3e-0136,unreviewed,,,,metric_open_judge_negative_control,5a77666555429966f1a36d1f,no_support,What is the nationality of the foreign born victim of Singapore's caning punishment before Oliver Fricker experienced the same?,American,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,bm25_success_bge_fail
r3e-0137,unreviewed,,,,metric_open_judge_negative_control,5a8c8502554299585d9e36d0,no_support,"Who was appointed to the board of supervisors first, Jeff Sheehy or Ed Lee?",Ed Lee,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is known.,agree,all_support_conditions_fail
r3e-0138,unreviewed,,,,metric_open_judge_negative_control,5a7129685542994082a3e5fa,no_support,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,Rashad Evans,0,wrong,Prediction does not match the gold answer.,agree,bge_success_oracle_fail
r3e-0139,unreviewed,,,,metric_open_judge_negative_control,5add2397554299473435386f,no_support,The location of the area where Fort Nisqually stood is in what Washington county?,Pierce County,DuPont,0,wrong,Prediction DuPont is not semantically equivalent to Pierce County.,agree,bm25_fail_bge_fail_oracle_success|oracle_success_bge_fail
r3e-0140,unreviewed,,,,metric_open_judge_negative_control,5ae5305b5542990ba0bbb1f5,no_support,"When would be the professional wrestling video game release in which Mark Henry will appear as ""legend""?","October 17, 2017",UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is specific.,agree,bge_success_oracle_fail
r3e-0141,unreviewed,,,,metric_open_judge_negative_control,5a862da855429960ec39b640,no_support,Who sponsors the award Alex Rodriguez won two of?,Rawlings,Berk Communications,0,wrong,Prediction does not match the gold answer.,agree,bm25_success_bge_fail
r3e-0142,unreviewed,,,,metric_open_judge_negative_control,5ab5c8c5554299637185c60d,no_support,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is no.,agree,all_support_conditions_fail
r3e-0143,unreviewed,,,,metric_open_judge_negative_control,5a809e9f5542996402f6a5b1,no_support,Ricky Martin's concert tour in 1999 featured an American heavy metal band formed in what year?,1991,1995,0,wrong,Prediction (1995) does not match the gold answer (1991).,agree,bm25_fail_bge_success
r3e-0144,unreviewed,,,,metric_open_judge_negative_control,5a7bd25a554299294a54ab13,no_support,"Which director lived longer, Lowell Sherman or Jonathan Kaplan?",Jonathan Kaplan,UNKNOWN,0,wrong,Prediction is UNKNOWN while gold answer is provided.,agree,bm25_fail_bge_fail_oracle_success
